شیت اول
فهرست بهای واحد پایه رشته ابنیه سال 1404				
شماره	فصل	شرح	واحد	"بهای واحد
(ریال)"
030901	03	پخش، آب‌پاشی، تسطیح، پروفیله کردن، رگلاژ و کوبیدن قشرهای خاک یا توونان ریخته شده، با ۸۵ درصد کوبیدگی به‌ روش پروکتور اصلاحی، وقتی که ضخامت قشرهای خاک یا توونان ریخته شده پس از کوبیده شدن حداکثر ۱۵ سانتی‌متر باشد	مترمکعب	231,000
030902	03	پخش، آب‌پاشی، تسطیح، پروفیله کردن، رگلاژ و کوبیدن قشرهای خاک یا توونان ریخته شده، با ۹۰ درصد کوبیدگی به روش پروکتور اصلاحی، وقتی که ضخامت قشرهای خاک یا توونان ریخته شده پس از کوبیده شدن حداکثر ۱۵ سانتی‌متر باشد	مترمکعب	268,500
030903	03	پخش، آب‌پاشی، تسطیح، پروفیله کردن، رگلاژ و کوبیدن قشرهای خاک یا توونان ریخته شده، با ۹۵ درصد کوبیدگی به روش پروکتور اصلاحی، وقتی که ضخامت قشرهای خاک­ یا توونان ریخته شده پس از کوبیده شدن حداکثر ۱۵ سانتی‌متر باشد	مترمکعب	306,500
030904	03	پخش، آب‌پاشی، تسطیح، پروفیله کردن، رگلاژ و کوبیدن قشرهای خاک یا توونان ریخته شده، با ۱۰۰ درصد کوبیدگی به ‌روش پروکتور اصلاحی، وقتی که ضخامت خاک یا توونان ریخته شده پس از کوبیده شدن حداکثر ۱۵ سانتی‌متر باشد	مترمکعب	403,500
030905	03	تحکیم زمین‌های ماسه‌ای به روش تراکم دینامیکی (Dynamic­Compaction)، همراه با افزودن خاک مناسب.		0
031001	03	ریختن خاکها یا مصالح سنگی موجود کنار پی‌ها، گودها، کانال ها و ترانشه‌ها، به صورت لایه لایه به درون آن‌ها با هر وسیله مکانیکی	مترمکعب	54,500
031003	03	اختلاط دو یا چند  نوع مصالح، به  منظور ساختن زیرسازی راه، تقویت بستر و سایر  کارهای مشابه.   	مترمکعب	76,800
031004	03	پخش خاکهای نباتی ریسه یا توده شده، تنظیم و رگلاژ آن در محل‌های مورد نظر	مترمکعب	47,000
031005	03	پخش و انباشتن مصالح حاصل از کندن زمین در محل‌های مشخص و محدود با هر ضخامت (دپو کردن)	مترمکعب	32,200
031102	03	پخش، تسطیح، غرقاب کردن و کوبیدن ماسه بادی برای ساختمان   بدنه راه یا محوطه.	مترمکعب	474,500
031103	03	پخش، تسطیح و کوبیدن ماسه بادی برای تحکیم بستر راه یا محوطه.	مترمکعب	346,500
031201	03	چال‌زنی تا قطر 100 میلی‌متر در هر نوع خاک و زاویه تا ۲۰ درجه نسبت به سطح افق	مترطول	4,414,000
031202	03	چال‌زنی به قطر بیش از  100 میلی‌متر  در هر نوع خاک و زاویه تا ۲۰ درجه نسبت به سطح افق	مترطول	5,208,000
031203	03	کسربها به ردیف‌های ۰۳۱۲۰۱ و ۰۳۱۲۰۲ برای چال‌زنی با زاویه بیش از ۲۰ درجه نسبت به سطح افق تا ۶۰ درجه به ازای هر درجه	درصد	-1
031204	03	اضافه‌بها به ردیف‌های 031201 و 031202، هر گاه طول چال‌زنی بیش از 15 متر باشد، برای طول بین 15 تا 18 متر یک بار، 18 تا 21 متر دوبار، 21 تا 24 متر 3 بار و به همین ترتیب برای طول‌های بیشتر تا 30 متر	مترطول	1,044,000
031205	03	غلاف‌گذاری با لوله فولادی هم زمان با چال‌زنی	مترطول	2,709,000
040101	04	سنگ‌چینی در کف با سنگ قلوه	مترمکعب	6,826,000
040102	04	سنگ‌چینی در کف با سنگ لاشه	مترمکعب	7,886,000
040103	04	سنگ‌ریزی پشت دیوار و پی با سنگ قلوه	مترمکعب	6,428,000
040105	04	تهیه، ساخت و نصب تورسنگ با توری سیمی گالوانیزه (7 کیلوگرم بر مترمکعب تورسنگ) و سنگ قلوه.	مترمکعب	11,785,000
040106	04	تهیه، ساخت و نصب تورسنگ با توری سیمی گالوانیزه (7 کیلوگرم بر مترمکعب تورسنگ) و سنگ‌لاشه	مترمکعب	12,469,000
040107	04	اضافه‌بها به ردیف‌های 040105 و 040106، به ازای هر کیلوگرم اضافه وزن توری سیمی گالوانیزه مصرفی در یک مترمکعب تورسنگ تا 16 کیلوگرم	کیلوگرم	523,500
040201	04	بنایی با سنگ‌لاشه و ملات ماسه آهک 1:3 در پی	مترمکعب	14,683,000
040202	04	بنایی با سنگ‌لاشه و ملات باتارد 1:2:9 در پی	مترمکعب	15,303,000
040203	04	بنایی با سنگ‌لاشه و ملات ماسه سیمان 1:5 در پی	مترمکعب	15,309,000
040204	04	بنایی با سنگ قواره و ملات ماسه آهک 1:3 در دیوارها و سایر محل‌هایی که بالاتر از پی قرار دارند	مترمکعب	16,424,000
040205	04	بنایی با سنگ قواره و ملات باتارد 1:2:9 در دیوارها و سایر محل‌هایی که بالاتر از پی قرار دارند.	مترمکعب	17,044,000
040206	04	بنایی با سنگ قواره و ملات ماسه سیمان 1:5 در دیوارها و سایر محل‌هایی که بالاتر از پی قرار دارند	مترمکعب	17,049,000
040207	04	سنگ قلوه غرقاب در ملات ماسه سیمان 1:5	مترمکعب	10,972,000
040208	04	سنگ‌لاشه غرقاب در ملات ماسه سیمان 1:5	مترمکعب	12,031,000
040301	04	نماسازی با سنگ قلوه رودخانه‌ای، با ملات ماسه سیمان 1:5	مترمربع	4,815,000
040302	04	اضافه‌بهای نماسازی به ردیف‌های بنایی با سنگ  قواره، درصورتی که سنگ قواره به صورت نما و به شکل موزاییکی اجرا شود	مترمربع	1,389,000
040303	04	اضافه‌بهای نماسازی به ردیف‌های بنایی با سنگ قواره، در صورتی که سنگ قواره به صورت نما و به شکل موزاییکی درز شده اجرا شود	مترمربع	1,930,000
040304	04	اضافه‌بها به ردیف‌های بنایی با سنگ قواره، برای نماسازی با سنگ قواره بادبر.	مترمربع	1,620,000
040305	04	اضافه‌بها به ردیف‌های بنایی با سنگ قواره، برای نماسازی با سنگ قواره بادبر، با ارتفاع مساوی در هر رج.	مترمربع	2,399,000
040306	04	اضافه‌بها به ردیف‌های بنایی با سنگ قواره، برای نماسازی با سنگ قواره بادبر، با ارتفاع مساوی در تمام رج‌ها.	مترمربع	2,800,000
040307	04	اضافه‌بها به بنایی‌های سنگی، هرگاه عملیات بنایی پایین‌تر از تراز آب زیرزمینی انجام شود و تخلیه آب با تلمبه موتوری در حین اجرای عملیات الزامی باشد.	مترمکعب	1,233,000
040308	04	اضافه‌بها به هرنوع عملیات بنایی سنگی خارج از پی، در صورتی‌که در انحنا انجام شود.	مترمکعب	1,669,000
040309	04	تعبیه درز انقطاع در بنایی‌های سنگی با تمام عملیات لازم و به هر شکل	مترمربع	1,668,000
040313	04	نماسازی با سنگ لایه‌لایه (تخته‌ای) به ضخامت حداقل 4 سانتی‌متر و ملات ماسه سیمان 1:5	مترمربع	4,224,000
040314	04	اضافه‌بها به ردیف 040313، در صورتی‌که بندها در کل سطح کار دارای ضخامت یکسان باشند	مترمربع	2,074,000
040315	04	اضافه‌بها به ردیف 040313، در صورتی‌که سنگها به شکل چهارضلعی با زاویه قائم به هر ابعاد و بندها در کل سطح کار دارای ضخامت یکسان باشند	مترمربع	0
040402	04	بنایی فرش کف با سنگ لایه‌لایه (تخته‌ای)، به ضخامت متوسط 10 سانتی‌متر با ملات ماسه سیمان 1:5	مترمربع	3,823,000
040403	04	اضافه‌بها به ردیف 040402، در صورتی‌که بندها در کل سطح کار دارای ضخامت یکسان باشند	مترمربع	1,440,000
040404	04	اضافه‌بها به ردیف 040402، در صورتی‌که سنگها به شکل چهارضلعی با زاویه قائم به هر ابعاد و بندها در کل سطح کار دارای ضخامت یکسان باشند	مترمربع	0
040405	04	بنایی فرش کف با سنگ قلوه با ملات ماسه سیمان 1:5	مترمربع	4,019,000
040501	04	تهیه، حمل و ریختن مصالح دانه‌ای زهکش طبق مشخصات به انضمام پخش و تسطیح آن‌ها	مترمکعب	6,629,000
040502	04	تهیه، حمل و ریختن ماسه شسته رودخانه‌ای در داخل کانال‌ها، اطراف پی‌ها و لوله‌ها، کف ساختمان‌ها، معابر، محوطه‌ها و یا هر محل دیگری که لازم باشد، به انضمام پخش و تسطیح آن‌ها در ضخامت‌های لازم	مترمکعب	7,243,000
040503	04	تهیه، حمل و ریختن ماسه کفی (خاک‌دار) در داخل کانال‌ها، اطراف پی‌ها و لوله‌ها، کف ساختمان‌ها، معابر، محوطه‌ها و یا هر محل دیگری که لازم باشد، به انضمام پخش و تسطیح آن‌ها در ضخامت‌های لازم	مترمکعب	6,292,000
040504	04	تهیه، حمل و ریختن شن طبیعی در داخل کانال‌ها، اطراف پی‌ها و لوله‌ها، کف ساختمان‌ها، معابر، محوطه‌ها یا هر محل دیگری که لازم باشد، به انضمام پخش و تسطیح آن‌ها در ضخامت‌های لازم	مترمکعب	7,789,000
040505	04	تهیه، حمل و ریختن شن نقلی در معابر، محوطه‌ها و یا هر محل دیگری که لازم باشد، به انضمام پخش و تسطیح آن‌ها در ضخامت‌های لازم	مترمکعب	7,611,000
040506	04	تهیه، حمل و ریختن ماسه بادی، در داخل کانال‌ها، اطراف پی‌ها و لوله‌ها، کف ساختمان‌ها، معابر، محوطه‌ها و یا هر محل دیگری که لازم باشد، به انضمام پخش و تسطیح آن‌ها در ضخامت‌های لازم	مترمکعب	3,676,000
040507	04	تهیه، حمل و ریختن مصالح فیلتر، به انضمام پخش و تسطیح آن‌ها	مترمکعب	7,105,000
040508	04	اضافه‌بها به ردیف‌های 040501 تا 040507، در صورت کوبیدن مصالح ریخته شده در ضخامت‌های لازم.	مترمکعب	1,075,000
040509	04	تهیه، حمل و ریختن خاک رس در ترانشه، کانال و کف، به انضمام پخش، تسطیح و کوبیدن آن‌ها در صورتی‌که ضخامت قشرهای خاک‌ریزی پس از کوبیده شدن حداکثر 15 سانتی‌متر باشد	مترمکعب	7,950,000
